1	O	O	N	NN	Neut|_|_	0	root	1063	1063
11	Predigten	Predigt	N	NN	Fem|Dat|Pl	8	pn	_	_
12	und	und	K	KON	_	11	kon	_	_
13	Lehrstühlen	Lehrstuhl	N	NN	Masc|Dat|Pl	12	cj	_	_
14	,	,	$	$,	_	0	root	_	_
15	Musensitzen	Musensitz	N	NN	_|Dat|_	13	app	_	_
16	,	,	$	$,	_	0	root	_	_
17	Zeno	Zeno	N	NE	_|Dat|_	2	objd	_	_
18	'	'	$	$(	_	0	root	_	_
19	s-Gängen	s-Gang	N	NN	Masc|Dat|Pl	25	objd	_	_
20	und	und	K	KON	_	19	kon	_	_
21	klassischen	klassisch	A	ADJA	Pos|Masc|Dat|Pl|_|	22	attr	_	_
22	Böden	Boden	N	NN	Masc|Dat|Pl	20	cj	_	_
23	,	,	$	$,	_	0	root	_	_
24	diese	diese	P	PDS	_|_|_	25	obja	_	_
25	verglichen	vergleichen	V	VVPP	_	2	neb	_	_
26	gegen	gegen	P	APPR	Acc	25	pp	_	_
27	seine	seine	A	PPOSAT	Fem|Acc|Sg	31	det	857	857
28	jetzige	jetzig	A	ADJA	Pos|Fem|Acc|Sg|_|	31	attr	_	_
29	dunkle	dunkel	A	ADJA	Pos|Fem|Acc|Sg|_|	31	attr	_	_
30	delphische	delphische	A	ADJA	_|Fem|Acc|Sg|_	31	attr	_	_
31	Höhle	Höhle	N	NN	Fem|Acc|Sg	26	pn	_	_
32	!	!	$	$.	_	0	root	_	_

